state,account length,international plan,total day minutes,total day calls,customer service calls,churn
MN,30,no,54,68,1,FALSE
WV,70,no,214.8,87,3,FALSE
SD,52,yes,251.4,118,0,TRUE
HI,3,no,139,99,4,FALSE
MS,38,no,117.3,114,2,FALSE
NY,104,no,264,108,3,FALSE
LA,27,no,82.6,105,1,FALSE
KS,166,yes,175.8,126,1,FALSE
MA,13,no,220.4,100,2,FALSE
AK,52,no,217,104,2,FALSE
SD,114,no,129,77,1,FALSE
CO,156,no,150.5,106,1,FALSE
NH,90,no,193.3,66,0,FALSE
WV,62,no,189.5,122,2,FALSE
AZ,82,no,137.8,95,2,FALSE
ME,52,no,129.3,80,3,FALSE
NH,146,no,115.6,77,1,FALSE
RI,120,no,221.9,114,2,FALSE
ID,130,no,263.7,113,1,TRUE
WI,90,no,61.3,91,1,FALSE
NM,147,yes,183.8,113,1,FALSE
WY,159,no,167.4,68,0,TRUE
IL,74,no,154.1,122,4,FALSE
TX,130,no,252,101,0,FALSE
RI,155,yes,163.1,94,0,FALSE
MI,87,no,198.3,80,2,FALSE
OR,81,no,324.7,48,0,TRUE
VA,99,no,128.3,78,2,FALSE
SD,131,no,187.9,110,2,FALSE
AL,89,no,129.2,71,5,TRUE
MS,123,yes,125.5,106,4,TRUE
MS,130,no,257.2,108,1,FALSE
HI,99,no,124.6,90,1,FALSE
WV,36,no,175.1,144,1,FALSE
WV,87,no,124.3,91,3,FALSE
WV,139,no,271.6,130,2,FALSE
IN,189,no,219.9,80,1,FALSE
NM,96,no,183.3,115,3,FALSE
DE,112,no,101.1,119,2,FALSE
NC,75,no,203.3,70,1,FALSE
NM,178,no,175.4,88,2,FALSE
SC,112,no,266,97,2,TRUE
NJ,108,no,171.6,110,0,FALSE
AZ,100,no,78.7,98,0,FALSE
RI,121,no,211.9,110,0,FALSE
SD,116,no,63.7,101,1,FALSE
NH,161,no,173.4,100,1,FALSE
AL,19,yes,237.7,98,0,FALSE
WV,104,no,225.9,123,1,FALSE
ID,119,yes,173,101,0,FALSE
MD,125,no,224.9,102,0,FALSE
IN,156,no,237.7,122,1,FALSE
WY,109,no,137,128,2,FALSE
NH,95,no,142.5,109,2,FALSE
MN,90,no,142.4,126,1,FALSE
MA,105,no,147,112,2,FALSE
NH,101,no,220.3,124,1,FALSE
MN,95,no,149.2,96,1,FALSE
IA,123,no,204.4,88,0,FALSE
NY,160,no,216.8,77,1,FALSE
AL,141,no,308,123,1,FALSE
WV,87,no,58,125,0,FALSE
NM,81,no,173.2,80,2,FALSE
CA,75,no,210.3,90,4,FALSE
MA,126,no,58.9,125,0,FALSE
ME,28,no,236.8,102,3,FALSE
FL,153,no,228.9,102,0,FALSE
NH,97,no,90,87,2,TRUE
IN,115,no,146.7,128,2,FALSE
WI,95,no,237.3,83,1,FALSE
MA,17,yes,162.8,118,0,TRUE
NH,105,no,186.9,114,1,FALSE
TX,121,no,86.1,100,2,FALSE
NC,125,no,212.3,89,2,FALSE
CT,124,no,151,98,2,FALSE
NJ,35,no,158.6,67,2,FALSE
WY,134,no,296,93,0,TRUE
LA,123,no,212.3,77,3,FALSE
NV,124,no,234.4,61,3,FALSE
WV,133,no,176.8,92,2,FALSE
AR,185,no,157.3,123,0,FALSE
SC,1,no,146.6,68,1,FALSE
KS,107,no,260.5,108,1,FALSE
NY,91,no,146.1,98,1,FALSE
MI,178,yes,124.5,134,2,TRUE
MA,123,no,209.4,49,1,FALSE
UT,170,no,285.7,44,1,TRUE
HI,135,no,190.9,44,1,FALSE
PA,85,no,144.4,88,1,FALSE
OR,134,no,208.8,130,2,FALSE
TN,148,no,77.6,141,1,FALSE
CT,93,no,271.1,101,1,TRUE
AZ,138,no,240.8,104,0,FALSE
OR,159,no,114.8,98,0,FALSE
DE,103,no,138.8,80,1,FALSE
MA,150,no,209.8,112,0,FALSE
CT,37,no,134.9,98,3,FALSE
AR,33,yes,164,99,0,FALSE
SD,55,no,245.5,130,1,FALSE
CT,134,no,80.3,94,0,FALSE
CT,107,no,90.7,90,2,FALSE
MA,80,no,190.3,115,1,FALSE
MS,78,no,108.6,108,1,TRUE
MT,85,no,89.8,88,4,TRUE
AK,61,no,252.4,106,2,FALSE
DE,97,no,183.4,94,5,FALSE
OH,136,yes,183.4,103,2,FALSE
MN,135,no,155.2,100,3,FALSE
CA,87,no,165.8,122,1,FALSE
OH,165,no,209.4,67,0,FALSE
NV,148,no,279.3,104,2,TRUE
SC,99,no,174.1,102,2,FALSE
WV,123,no,175.7,78,2,FALSE
NM,127,yes,256.5,87,1,FALSE
WY,151,no,170.2,89,0,FALSE
CA,185,no,139.6,92,1,FALSE
KS,65,no,208.8,119,4,FALSE
WY,58,no,210.1,126,4,FALSE
OK,104,no,113.6,87,2,FALSE
UT,44,no,202.6,89,0,FALSE
MA,58,no,174.4,112,4,FALSE
UT,108,no,210.6,117,0,FALSE
MN,132,no,121.5,88,1,FALSE
NE,80,no,127.8,67,2,FALSE
OH,162,no,135.2,98,2,FALSE
KY,110,no,99.4,62,2,FALSE
WA,96,no,276.9,105,1,TRUE
NY,168,no,163.4,134,2,TRUE
IN,72,no,287.4,116,4,TRUE
CO,125,no,120.5,104,1,FALSE
DC,170,no,184.1,106,2,FALSE
AK,71,no,185,84,3,FALSE
SC,124,no,160.9,109,1,FALSE
KS,68,no,207.6,68,2,FALSE
UT,97,no,209.2,134,1,FALSE
IL,98,yes,158.4,71,1,FALSE
DC,24,no,149,73,2,TRUE
DC,136,no,204.5,63,0,FALSE
OK,44,no,288.8,86,0,TRUE
KY,96,no,108.6,90,0,FALSE
NE,31,no,97.5,129,1,FALSE
AL,72,no,166.5,102,0,FALSE
HI,24,no,156.2,104,1,FALSE
SC,112,no,225.2,89,4,FALSE
GA,117,yes,287.4,118,1,TRUE
KS,137,no,175.3,96,0,FALSE
PA,136,no,102.1,75,0,FALSE
UT,95,no,157.9,103,0,FALSE
OR,82,no,146.5,73,1,FALSE
ND,145,no,245.8,116,1,TRUE
KY,56,yes,177.7,114,1,FALSE
MN,155,yes,250.8,146,2,FALSE
OH,133,no,117.8,100,0,TRUE
TX,53,no,119.7,113,2,FALSE
WY,123,no,242.2,87,5,TRUE
GA,136,no,163.4,83,7,FALSE
TX,57,no,161,113,3,FALSE
WV,62,no,128.7,111,1,FALSE
NM,112,no,81.6,94,1,FALSE
MI,55,no,207.7,91,1,FALSE
NC,95,no,128.6,115,6,TRUE
NY,125,no,233.3,65,1,FALSE
TX,1,no,182.1,106,5,TRUE
KY,98,no,168,81,6,TRUE
SD,105,no,251.6,88,1,FALSE
ID,113,no,183.8,102,0,FALSE
OR,99,no,256.4,44,3,TRUE
WI,103,no,180.2,134,1,FALSE
WV,177,no,227.8,81,1,FALSE
SC,149,no,147.8,132,0,FALSE
CT,160,no,234.9,136,1,TRUE
NV,116,no,110.9,54,2,FALSE
ND,90,no,124.5,94,1,FALSE
MI,148,yes,233.5,81,0,TRUE
MT,147,no,197.3,134,2,TRUE
NE,95,no,58.2,96,0,FALSE
UT,201,no,212.7,72,1,FALSE
WV,80,no,151.5,89,0,FALSE
AR,122,yes,146.3,117,1,FALSE
MT,132,no,195.1,100,0,FALSE
UT,83,no,208.9,71,1,FALSE
HI,99,no,135.7,107,7,TRUE
KS,84,no,225.9,86,3,TRUE
NY,46,no,122.2,67,1,FALSE
OH,87,no,153.3,106,2,FALSE
HI,150,no,214,117,1,FALSE
KS,73,no,194.8,112,1,FALSE
IN,7,no,206.7,87,3,FALSE
OR,89,no,188,105,2,FALSE
NY,131,yes,122.3,83,3,TRUE
VA,105,no,259.3,96,3,FALSE
MI,108,yes,115.1,114,2,TRUE
ID,47,no,172.9,109,1,FALSE
MO,101,yes,156.4,116,1,FALSE
AL,182,no,128.1,104,1,FALSE
OR,161,no,196.6,73,1,FALSE
VT,128,no,227.9,130,1,TRUE
AZ,69,no,194.9,63,2,FALSE
VA,113,no,44.9,63,1,FALSE
PA,87,no,262.8,114,0,FALSE
CO,71,no,211.2,70,0,FALSE
KY,76,no,204,69,1,FALSE
NJ,87,no,223.2,109,3,FALSE
IL,117,no,119,82,1,FALSE
WA,177,no,266.1,91,3,TRUE
WV,95,no,134.4,104,1,FALSE
RI,76,no,171.1,78,1,FALSE
OH,66,no,170.5,103,2,FALSE
MO,110,no,178.5,124,1,FALSE
MD,204,no,205.2,145,3,FALSE
OH,32,no,232.8,97,0,FALSE
VA,133,no,239.9,107,5,FALSE
FL,185,no,55.6,97,2,FALSE
CO,103,no,153.5,78,1,FALSE
NY,91,no,109.8,100,1,FALSE
WV,131,no,196.1,89,2,FALSE
LA,153,no,166.8,127,0,FALSE
MA,132,no,113.2,96,2,FALSE
UT,148,no,203,92,1,FALSE
AL,141,no,242.8,90,5,FALSE
ME,105,no,156.5,102,2,FALSE
TX,169,no,266.7,105,3,TRUE
ND,127,no,182,80,1,FALSE
CO,57,no,85.9,92,0,FALSE
LA,123,no,146.6,87,0,FALSE
MT,103,no,110.5,101,4,TRUE
OR,101,no,118.6,89,1,FALSE
NH,123,no,197.6,105,2,FALSE
NE,78,no,210.3,116,6,FALSE
WV,101,no,220.3,96,4,FALSE
NV,129,no,150,98,1,FALSE
MA,67,no,161.7,114,0,FALSE
MI,37,no,191.4,116,3,FALSE
KY,64,yes,146.7,83,3,FALSE
WV,173,no,109.4,103,1,FALSE
KY,135,no,144.1,115,1,FALSE
NJ,75,no,248.9,93,1,FALSE
ME,88,no,85.7,112,4,TRUE
TX,112,no,214.8,112,3,FALSE
MN,113,no,158.9,137,0,FALSE
VA,121,no,110,94,2,FALSE
DC,70,no,152.8,145,1,FALSE
MD,90,no,145.6,103,0,FALSE
RI,39,no,93.3,83,0,FALSE
MA,142,no,216.8,134,0,FALSE
MD,176,no,201.9,101,1,FALSE
NM,105,no,146.4,81,1,FALSE
MN,57,no,272.7,74,2,TRUE
MI,110,no,18.9,92,1,FALSE
AZ,88,no,172.8,81,2,FALSE
AL,95,no,190.2,119,0,FALSE
MI,147,no,130.6,83,3,FALSE
SC,101,no,158.4,92,4,TRUE
MS,115,no,166.5,111,1,FALSE
MS,103,no,129.3,103,2,FALSE
CA,82,no,199.3,112,0,FALSE
MD,141,no,185.1,126,0,FALSE
ND,149,no,175.4,80,2,FALSE
IL,131,no,263.4,123,2,FALSE
SD,119,no,94.2,108,1,FALSE
AL,112,no,189.4,83,3,FALSE
NV,116,no,118,103,2,FALSE
LA,94,no,212.1,98,3,FALSE
VA,90,no,222,93,2,FALSE
DE,114,no,222.8,98,0,FALSE
CT,63,no,190,137,1,FALSE
CO,130,no,271.8,129,4,TRUE
MA,122,no,195.4,83,3,FALSE
OR,166,no,199.6,93,3,FALSE
WA,62,no,100,98,0,FALSE
SC,78,no,160.6,85,2,FALSE
IN,148,no,158.7,91,1,FALSE
MD,154,no,154.5,122,3,TRUE
NV,110,no,192.3,114,1,FALSE
TX,75,no,305.1,106,0,TRUE
ND,84,no,193,106,2,FALSE
WV,113,no,72.5,88,1,FALSE
CO,181,no,105.2,61,2,FALSE
TX,51,no,180.5,88,2,FALSE
FL,102,no,214.7,86,0,FALSE
AL,107,no,86.8,95,1,FALSE
WV,88,no,131.5,99,5,TRUE
MI,82,no,135.4,102,0,FALSE
NY,204,no,174.3,85,6,FALSE
MS,130,no,203.9,63,3,FALSE
MO,174,no,235.5,108,0,FALSE
AR,129,no,157,113,2,FALSE
MS,190,yes,111.9,55,3,FALSE
NY,54,yes,236.3,91,3,FALSE
SD,78,no,163.6,88,0,FALSE
AK,100,no,213.6,127,1,FALSE
WV,70,no,143.4,72,3,FALSE
SC,111,no,78.3,119,1,FALSE
VA,117,no,97.1,98,1,FALSE
MS,68,no,94.1,93,0,FALSE
SD,27,no,226.3,95,2,TRUE
MN,91,no,133.8,61,1,FALSE
AL,181,no,190.3,93,1,FALSE
CO,118,no,294.9,106,3,FALSE
ME,112,no,185.4,114,2,FALSE
GA,93,no,179.5,121,0,FALSE
AZ,102,no,158,94,0,FALSE
MA,93,no,173,131,0,FALSE
AZ,107,no,134.2,101,1,FALSE
IN,100,no,125.2,123,3,FALSE
DE,115,no,195.9,111,2,FALSE
WI,63,no,214.2,61,0,FALSE
ME,57,no,221.1,101,0,FALSE
DC,119,no,132,100,1,FALSE
GA,73,no,157.6,92,1,FALSE
HI,98,no,110.3,71,2,FALSE
VA,139,yes,161.5,121,0,FALSE
NY,31,no,171.8,116,1,FALSE
PA,129,no,211,99,1,FALSE
AR,115,no,139.3,89,7,TRUE
HI,108,no,291.6,99,2,TRUE
DE,139,no,139,110,0,FALSE
WV,102,no,234.8,125,4,FALSE
OK,149,no,187.6,83,1,FALSE
OR,113,no,159.8,143,2,FALSE
ND,131,no,177.1,100,1,FALSE
MO,83,no,117.9,101,0,FALSE
AR,96,no,247.6,95,2,FALSE
GA,98,no,169.9,77,1,FALSE
TN,3,no,185,120,3,FALSE
MA,77,no,204.9,84,0,FALSE
ND,75,no,225.5,119,3,FALSE
IA,40,no,169.7,115,4,TRUE
NJ,108,no,239.3,102,0,FALSE
MT,100,no,113.3,96,4,TRUE
AL,16,no,161.9,100,3,FALSE
NY,115,no,133.3,110,2,FALSE
PA,108,no,170.7,88,3,FALSE
VT,107,no,189.7,76,5,FALSE
NC,161,no,322.3,100,2,TRUE
CT,147,no,124.4,74,2,FALSE
MO,107,no,146.9,94,3,FALSE
WV,120,no,192.6,123,1,FALSE
NJ,107,no,96.3,83,1,FALSE
AK,58,no,131.9,96,3,FALSE
LA,91,no,147.2,121,2,FALSE
AL,13,no,143.1,139,2,FALSE
IN,104,no,280.4,127,5,FALSE
MA,93,no,237.2,85,1,FALSE
DE,95,no,184.2,95,2,FALSE
SC,104,no,109.1,141,3,FALSE
NH,35,no,138.1,115,5,TRUE
LA,62,no,186.8,94,3,FALSE
MS,143,no,155.4,112,1,FALSE
NM,62,no,245.3,91,4,FALSE
WA,60,yes,205.9,97,0,TRUE
SC,41,no,207.2,138,1,FALSE
MT,34,no,151.5,100,2,FALSE
ME,56,no,221.9,112,0,TRUE
NM,183,no,190,100,1,FALSE
AZ,94,no,220.8,111,2,FALSE
CT,73,no,173.7,117,2,FALSE
IL,123,no,114.8,94,2,FALSE
IN,64,no,113.8,97,3,FALSE
AR,127,yes,143.2,60,4,TRUE
RI,33,no,184.4,111,3,FALSE
ND,27,no,227.4,67,1,FALSE
NH,123,no,224,99,0,FALSE
NV,148,no,216.2,95,2,FALSE
UT,81,no,129.9,121,0,FALSE
NC,122,no,230.1,108,2,FALSE
MI,52,no,204.4,97,1,FALSE
WI,91,no,216.6,101,1,FALSE
AR,54,no,247.5,85,2,TRUE
NH,152,no,228.1,93,1,FALSE
TX,201,no,225.9,110,1,TRUE
ID,78,no,103.5,115,4,TRUE
CT,67,no,115.5,70,0,FALSE
NH,100,no,218.8,125,1,FALSE
WY,41,no,223.8,67,3,FALSE
OR,133,no,143.8,71,3,FALSE
SC,36,no,29.9,123,2,FALSE
MD,51,no,276.7,121,0,FALSE
NY,122,no,141.4,128,0,FALSE
NM,84,no,153.9,102,1,FALSE
LA,91,no,190.5,128,0,FALSE
UT,110,no,192.6,102,1,FALSE
AL,91,yes,151.8,115,1,FALSE
DE,121,no,215.6,74,5,FALSE
WV,109,no,180,100,3,FALSE
KY,95,no,157.3,116,2,FALSE
NC,72,no,196.5,88,0,FALSE
WV,73,no,240.3,130,0,FALSE
AZ,108,no,193.3,126,3,FALSE
WV,58,no,211.9,40,1,FALSE
ND,148,yes,218.7,111,1,FALSE
WA,76,yes,246.8,110,0,TRUE
ID,103,no,174.7,151,6,TRUE
CT,87,no,240,83,0,TRUE
OK,35,no,181.2,76,2,FALSE
IA,88,no,113.7,67,1,FALSE
NE,67,no,174.7,86,0,FALSE
ID,77,no,211.1,89,2,FALSE
OR,124,no,169.3,108,1,FALSE
SD,30,no,247.4,107,0,FALSE
DE,53,no,131.2,63,2,FALSE
WA,152,no,161.4,84,1,FALSE
CT,100,yes,107.2,98,1,FALSE
MN,59,no,211.9,120,1,FALSE
WA,143,no,160.4,120,3,FALSE
PA,142,no,230.7,101,1,FALSE
ID,105,no,232.6,96,1,FALSE
MS,111,no,294.7,90,1,TRUE
WA,143,no,133.4,107,1,FALSE
DC,93,no,306.2,123,0,FALSE
KY,79,no,236.8,135,2,FALSE
OH,68,yes,125.7,92,3,TRUE
TN,93,yes,168.4,114,1,FALSE
ID,103,no,70.9,134,2,FALSE
WV,144,no,105,86,0,FALSE
WI,93,no,152.1,141,1,FALSE
OK,149,yes,180.9,79,3,FALSE
WV,23,no,156.6,84,1,FALSE
SD,221,no,180.5,85,0,FALSE
KS,164,no,238.8,100,1,FALSE
NC,104,no,182.1,66,2,FALSE
NY,150,no,139.6,72,2,FALSE
WI,184,no,200.3,76,0,FALSE
SC,88,no,153.5,94,1,FALSE
UT,61,yes,128.2,119,3,FALSE
NC,110,no,159.5,145,2,FALSE
IN,115,no,226.4,101,3,TRUE
AR,33,no,251.9,81,2,FALSE
ME,100,no,264.5,117,2,TRUE
NY,209,no,153.7,105,0,FALSE
OR,27,no,232.1,81,5,FALSE
IL,117,no,201.9,86,1,FALSE
MA,87,no,186.9,79,1,FALSE
CT,129,no,196.6,89,1,FALSE
WI,142,no,232.1,102,1,FALSE
OK,112,no,166,79,0,FALSE
DE,75,no,200.6,96,1,FALSE
AZ,97,no,141,101,3,FALSE
AK,121,no,245,95,0,FALSE
MI,142,yes,140.8,140,1,FALSE
WA,121,no,255.1,93,3,TRUE
SD,87,no,125,99,2,FALSE
SD,34,no,180.6,65,1,FALSE
AK,177,yes,248.7,118,1,TRUE
MA,58,no,178.1,111,0,FALSE
AR,113,yes,122.2,112,5,TRUE
KS,101,no,231.3,87,1,FALSE
OR,89,no,111.2,101,3,FALSE
NC,77,yes,103.2,117,0,TRUE
OK,146,no,138.4,104,4,TRUE
NJ,93,no,146.3,85,0,FALSE
OH,160,no,206.3,66,0,FALSE
NM,55,no,132,103,0,FALSE
OH,88,no,274.6,105,2,FALSE
MI,63,no,185.3,87,0,FALSE
KS,127,no,154.8,69,1,FALSE
IL,57,no,179.2,105,1,FALSE
RI,138,yes,286.2,61,2,TRUE
AR,115,no,268,115,3,FALSE
NY,171,no,137.5,110,2,FALSE
WY,148,no,243,115,2,FALSE
NC,127,no,134.9,79,1,FALSE
OR,61,no,234.2,76,1,FALSE
VT,131,no,175.1,73,1,FALSE
SD,88,no,142.2,107,1,FALSE
DC,130,no,132.4,81,2,FALSE
RI,89,no,97.8,98,0,FALSE
ID,82,no,266.9,83,3,TRUE
OK,138,no,155.2,139,3,FALSE
MN,115,no,200.2,92,1,FALSE
WA,84,no,289.1,100,2,TRUE
WV,117,yes,198.4,121,1,FALSE
NH,60,no,180.3,67,2,FALSE
WI,62,no,86.3,84,2,FALSE
MD,133,no,295,141,2,TRUE
IN,131,no,240.9,108,3,FALSE
IN,65,no,207.7,109,1,FALSE
NY,120,no,128.5,115,1,FALSE
OR,142,no,224.4,114,1,FALSE
OK,134,no,164.9,115,2,FALSE
WI,87,no,238,97,2,FALSE
NJ,139,no,231,85,2,FALSE
AR,76,no,107.3,140,4,TRUE
UT,100,no,185,122,1,FALSE
DC,99,no,244.1,71,3,FALSE
AK,99,no,238.4,96,3,FALSE
AZ,48,no,141.1,109,1,FALSE
KS,57,no,158.1,117,0,FALSE
OH,106,no,220.1,105,0,FALSE
KS,170,no,199.5,119,4,TRUE
SC,78,no,109.5,105,1,FALSE
TN,39,no,187.2,110,1,FALSE
CA,127,no,107.9,128,0,FALSE
MI,119,yes,172.1,119,1,TRUE
IN,114,no,203.8,85,1,FALSE
RI,95,no,160,133,0,FALSE
MO,116,no,51.1,106,1,FALSE
TN,110,no,227.7,88,1,FALSE
CT,74,no,203.8,77,1,FALSE
ME,148,no,241.7,84,1,FALSE
MD,83,no,78.1,70,1,FALSE
NC,73,no,187.8,95,2,FALSE
SC,111,no,127.1,94,1,FALSE
CA,84,no,280,113,0,TRUE
LA,75,yes,153.2,78,1,FALSE
WI,114,no,137.1,88,2,FALSE
IL,71,yes,186.1,114,4,TRUE
IN,58,no,224.1,127,2,FALSE
AL,106,no,83.6,131,1,FALSE
OK,172,no,203.9,109,4,FALSE
IA,45,no,211.3,87,1,FALSE
VT,100,yes,219.4,112,4,FALSE
NY,94,no,190.4,91,2,FALSE
LA,128,no,147.7,94,2,FALSE
SC,181,no,229.9,130,2,FALSE
ID,127,no,102.8,128,1,FALSE
MO,89,no,178.7,81,1,FALSE
ME,149,no,148.5,106,0,FALSE
MS,103,no,164.1,111,0,FALSE
SD,163,yes,197.2,90,1,FALSE
OK,52,no,124.9,131,2,FALSE
WY,89,no,115.4,99,3,FALSE
GA,122,yes,140,101,4,TRUE
VT,60,no,193.9,118,3,FALSE
MD,62,no,321.1,105,4,TRUE
IN,117,no,118.4,126,5,TRUE
WV,159,no,169.8,114,1,FALSE
OH,78,no,193.4,99,2,FALSE
OH,96,no,106.6,128,1,FALSE
SC,79,no,134.7,98,2,FALSE
AZ,192,no,156.2,77,2,FALSE
WV,68,no,231.1,57,3,FALSE
RI,28,no,180.8,109,2,FALSE
CT,184,yes,213.8,105,2,FALSE
TN,74,no,234.4,113,0,FALSE
